Term ID,Term Permalink,Term Name,Term Slug,Description,Parent ID,Parent Name,Parent Slug,Count,Image URL,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured,Image Filename,Image Path,Image ID,order,product_pa_color-selector
3518,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-2,نسکافه ای طرح 2,%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-2,,0,,,2,,,,,,,,,,0,#6F4E37
3519,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b7%d9%88%d8%b3%db%8c-%d8%b1%d9%88%d8%b4%d9%86-%d8%b7%d8%b1%d8%ad-9,طوسی روشن طرح 9,%d8%b7%d9%88%d8%b3%db%8c-%d8%b1%d9%88%d8%b4%d9%86-%d8%b7%d8%b1%d8%ad-9,,0,,,1,,,,,,,,,,0,#C0C0C0
3520,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-3,نسکافه ای طرح 3,%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-3,,0,,,1,,,,,,,,,,0,#6F4E37
3521,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-6,نسکافه ای طرح 6,%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-6,,0,,,1,,,,,,,,,,0,#6F4E37
3522,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c,مشکی نسکافه ای,%d9%85%d8%b4%da%a9%db%8c-%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c,,0,,,2,,,,,,,,,,0,#000000
3523,https://luxbaz.com/?taxonomy=pa_color-selector&term=%da%a9%d8%b1%d9%85,کرم,%da%a9%d8%b1%d9%85,,0,,,34,,,,,,,,,,0,#FFFDD0
3524,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d9%be%d8%a7%d8%b1%da%86%d9%87-%d8%a7%db%8c,مشکی پارچه ای,%d9%85%d8%b4%da%a9%db%8c-%d9%be%d8%a7%d8%b1%da%86%d9%87-%d8%a7%db%8c,,0,,,3,,,,,,,,,,0,#000000
3525,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d9%be%d9%88%d8%b3%d8%aa-%d9%85%d8%a7%d8%b1%db%8c,مشکی پوست ماری,%d9%85%d8%b4%da%a9%db%8c-%d9%be%d9%88%d8%b3%d8%aa-%d9%85%d8%a7%d8%b1%db%8c,,0,,,0,,,,,,,,,,0,#000000
3526,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-lv,قهوه ای LV,%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-lv,,0,,,1,,,,,,,,,,0,#8B4513
3527,https://luxbaz.com/?taxonomy=pa_color-selector&term=%da%a9%d8%b1%d9%85-lv-%d8%af%d8%b1%d8%b4%d8%aa,کرم LV درشت,%da%a9%d8%b1%d9%85-lv-%d8%af%d8%b1%d8%b4%d8%aa,,0,,,1,,,,,,,,,,0,#FFFDD0
3528,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d9%81%db%8c%d8%af-lv-%d8%b1%db%8c%d8%b2,سفید LV ریز,%d8%b3%d9%81%db%8c%d8%af-lv-%d8%b1%db%8c%d8%b2,,0,,,2,,,,,,,,,,0,#FFFFFF
3529,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-mk-%d8%af%d8%b1%d8%b4%d8%aa,مشکی MK درشت,%d9%85%d8%b4%da%a9%db%8c-mk-%d8%af%d8%b1%d8%b4%d8%aa,,0,,,5,,,,,,,,,,0,#000000
3530,https://luxbaz.com/?taxonomy=pa_color-selector&term=%da%a9%d8%b1%d9%85-%d8%af%db%8c%d9%88%d8%b1,کرم دیور,%da%a9%d8%b1%d9%85-%d8%af%db%8c%d9%88%d8%b1,,0,,,3,,,,,,,,,,0,#FFFDD0
3531,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-2,مشکی طرح 2,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-2,,0,,,21,,,,,,,,,,0,#000000
3532,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d8%a8%d8%b2-%d8%b3%d8%af%d8%b1%db%8c,سبز سدری,%d8%b3%d8%a8%d8%b2-%d8%b3%d8%af%d8%b1%db%8c,,0,,,4,,,,,,,,,,0,#2E8B57
3533,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d8%b1%d8%ae%d8%a7%d8%a8%db%8c,سرخابی,%d8%b3%d8%b1%d8%ae%d8%a7%d8%a8%db%8c,,0,,,11,,,,,,,,,,0,#DC143C
3534,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b2%d8%b1%d8%af-%d8%ae%d8%b1%d8%af%d9%84%db%8c,زرد خردلی,%d8%b2%d8%b1%d8%af-%d8%ae%d8%b1%d8%af%d9%84%db%8c,,0,,,4,,,,,,,,,,0,#FFDB58
3535,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%a2%d8%a8%db%8c-%da%a9%d8%a7%d8%b1%d8%a8%d9%86%db%8c,آبی کاربنی,%d8%a2%d8%a8%db%8c-%da%a9%d8%a7%d8%b1%d8%a8%d9%86%db%8c,,0,,,9,,,,,,,,,,0,#6082B6
3536,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%af%d8%b1%d8%a7%da%af%d9%88%d9%86,مشکی دراگون,%d9%85%d8%b4%da%a9%db%8c-%d8%af%d8%b1%d8%a7%da%af%d9%88%d9%86,,0,,,1,,,,,,,,,,0,#000000
3537,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d9%86%d8%a7%d9%86%d8%b3%db%8c,نسکافه ای نانسی,%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%d9%86%d8%a7%d9%86%d8%b3%db%8c,,0,,,4,,,,,,,,,,0,#6F4E37
3538,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d9%86%d8%a7%d9%86%d8%b3%db%8c,مشکی نانسی,%d9%85%d8%b4%da%a9%db%8c-%d9%86%d8%a7%d9%86%d8%b3%db%8c,,0,,,6,,,,,,,,,,0,#000000
3539,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-3,مشکی طرح 3,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-3,,0,,,9,https://luxbaz.com/wp-content/uploads/2023/03/In-Story.Cover_.arayeshSoorat-1675168184-1.jpeg,In-Story.Cover_.arayeshSoorat-1675168184 (1),,,,,In-Story.Cover_.arayeshSoorat-1675168184-1.jpeg,/home/luxbazco/public_html/wp-content/uploads/2023/03/In-Story.Cover_.arayeshSoorat-1675168184-1.jpeg,3540,0,#000000
3540,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-4,مشکی طرح 4,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-4,,0,,,5,,,,,,,,,,0,#000000
3541,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-coach,نسکافه ای Coach,%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-coach,,0,,,4,,,,,,,,,,0,#6F4E37
3542,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b7%d9%84%d8%a7%d8%a6%db%8c-%d9%be%d9%88%d8%b3%d8%aa-%d9%85%d8%a7%d8%b1%db%8c,طلائی پوست ماری,%d8%b7%d9%84%d8%a7%d8%a6%db%8c-%d9%be%d9%88%d8%b3%d8%aa-%d9%85%d8%a7%d8%b1%db%8c,,0,,,1,https://luxbaz.com/wp-content/uploads/2023/03/In-Story-M1-1675761285.jpeg|https://luxbaz.com/wp-content/uploads/2023/03/In-Story.Cover-copy-1675866524.jpeg|https://luxbaz.com/wp-content/uploads/2023/03/In-Story.Cover_.decoration-1677325879.jpeg,In-Story-M(1)-1675761285|In-Story.Cover-copy-1675866524|In-Story.Cover.decoration-1677325879,||,||,||,,In-Story-M1-1675761285.jpeg|In-Story.Cover-copy-1675866524.jpeg|In-Story.Cover_.decoration-1677325879.jpeg,/home/luxbazco/public_html/wp-content/uploads/2023/03/In-Story-M1-1675761285.jpeg|/home/luxbazco/public_html/wp-content/uploads/2023/03/In-Story.Cover-copy-1675866524.jpeg|/home/luxbazco/public_html/wp-content/uploads/2023/03/In-Story.Cover_.decoration-1677325879.jpeg,3543|3544|3545,0,#FFD700
3543,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b3%db%8c,مسی,%d9%85%d8%b3%db%8c,,0,,,1,,,,,,,,,,0,#B87333
3544,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-5,مشکی طرح 5,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-5,,0,,,4,,,,,,,,,,0,#000000
3545,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-6,مشکی طرح 6,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-6,,0,,,4,,,,,,,,,,0,#000000
3546,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-7,مشکی طرح 7,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d8%b1%d8%ad-7,,0,,,3,,,,,,,,,,0,#000000
3547,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b9%d8%b3%d9%84%db%8c,مشکی عسلی,%d9%85%d8%b4%da%a9%db%8c-%d8%b9%d8%b3%d9%84%db%8c,,0,,,1,,,,,,,,,,0,#000000
3548,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%da%86%d9%87%d8%a7%d8%b1%d8%ae%d9%88%d9%86%d9%87-%d8%af%d8%a7%d8%ba%db%8c,مشکی چهارخونه داغی,%d9%85%d8%b4%da%a9%db%8c-%da%86%d9%87%d8%a7%d8%b1%d8%ae%d9%88%d9%86%d9%87-%d8%af%d8%a7%d8%ba%db%8c,,0,,,1,,,,,,,,,,0,#000000
3549,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-coach,مشکی Coach,%d9%85%d8%b4%da%a9%db%8c-coach,,0,,,1,,,,,,,,,,0,#000000
3550,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d9%81%db%8c%d8%af-mk-%d8%af%d8%b1%d8%b4%d8%aa,سفید MK درشت,%d8%b3%d9%81%db%8c%d8%af-mk-%d8%af%d8%b1%d8%b4%d8%aa,,0,,,4,,,,,,,,,,0,#FFFFFF
3551,https://luxbaz.com/?taxonomy=pa_color-selector&term=%da%a9%d8%b1%d9%85-%da%af%d9%88%da%86%db%8c-%d8%b1%db%8c%d8%b2,کرم گوچی ریز,%da%a9%d8%b1%d9%85-%da%af%d9%88%da%86%db%8c-%d8%b1%db%8c%d8%b2,,0,,,4,,,,,,,,,,0,#FFFDD0
3552,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d9%84%d9%88%db%8c%db%8c-%d9%88%db%8c%d8%aa%d9%88%d9%86-%d8%b1%db%8c%d8%b2,قهوه ای لویی ویتون ریز,%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d9%84%d9%88%db%8c%db%8c-%d9%88%db%8c%d8%aa%d9%88%d9%86-%d8%b1%db%8c%d8%b2,,0,,,3,,,,,,,,,,0,#8B4513
3553,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b4%da%a9%d9%84%d8%a7%d8%aa%db%8c,شکلاتی,%d8%b4%da%a9%d9%84%d8%a7%d8%aa%db%8c,,0,,,0,,,,,,,,,,0,#7B3F00
3554,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d8%b1%d9%88%d8%b4%d9%86,قهوه ای روشن,%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d8%b1%d9%88%d8%b4%d9%86,,0,,,3,,,,,,,,,,0,#A0522D
3555,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-1,قهوه ای طرح 1,%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d8%b7%d8%b1%d8%ad-1,,0,,,2,,,,,,,,,,0,#8B4513
3556,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d9%84%d9%88%db%8c%db%8c-%d9%88%db%8c%d8%aa%d9%88%d9%86-%d8%af%d8%b1%d8%b4%d8%aa,قهوه ای لویی ویتون درشت,%d9%82%d9%87%d9%88%d9%87-%d8%a7%db%8c-%d9%84%d9%88%db%8c%db%8c-%d9%88%db%8c%d8%aa%d9%88%d9%86-%d8%af%d8%b1%d8%b4%d8%aa,,0,,,2,,,,,,,,,,0,#8B4513
3557,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d9%85%d8%b4%da%a9%db%8c,مشکی مشکی,%d9%85%d8%b4%da%a9%db%8c-%d9%85%d8%b4%da%a9%db%8c,,0,,,1,,,,,,,,,,0,#000000
3558,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%87%d9%88%d9%84%d9%88%da%af%d8%b1%d8%a7%d9%85%db%8c-%d8%af%db%8c%d9%88%d8%b1,هولوگرامی دیور,%d9%87%d9%88%d9%84%d9%88%da%af%d8%b1%d8%a7%d9%85%db%8c-%d8%af%db%8c%d9%88%d8%b1,,0,,,1,,,,,,,,,,0,#C0C0C0
3559,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%87%d9%88%d9%84%d9%88%da%af%d8%b1%d8%a7%d9%85%db%8c-%da%86%d9%87%d8%a7%d8%b1%d8%ae%d9%88%d9%86%d9%87,هولوگرامی چهارخونه,%d9%87%d9%88%d9%84%d9%88%da%af%d8%b1%d8%a7%d9%85%db%8c-%da%86%d9%87%d8%a7%d8%b1%d8%ae%d9%88%d9%86%d9%87,,0,,,1,,,,,,,,,,0,#C0C0C0
3560,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-nike,مشکی NIKE,%d9%85%d8%b4%da%a9%db%8c-nike,,0,,,24,,,,,,,,,,0,#000000
3561,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-just-do-it,مشکی Just do it,%d9%85%d8%b4%da%a9%db%8c-just-do-it,,0,,,2,,,,,,,,,,0,#000000
3562,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-adidas,مشکی Adidas,%d9%85%d8%b4%da%a9%db%8c-adidas,,0,,,7,,,,,,,,,,0,#000000
3563,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d8%b1%d9%85%d9%87-%d8%a7%db%8c-nike,سرمه ای NIKE,%d8%b3%d8%b1%d9%85%d9%87-%d8%a7%db%8c-nike,,0,,,3,,,,,,,,,,0,#000080
3564,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b7%d9%88%d8%b3%db%8c-%d8%aa%db%8c%d8%b1%d9%87-nike,طوسی تیره NIKE,%d8%b7%d9%88%d8%b3%db%8c-%d8%aa%db%8c%d8%b1%d9%87-nike,,0,,,2,,,,,,,,,,0,#696969
3565,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%a2%d8%a8%db%8c-%d8%b7%d8%b1%d8%ad-2,آبی طرح 2,%d8%a2%d8%a8%db%8c-%d8%b7%d8%b1%d8%ad-2,,0,,,2,,,,,,,,,,0,#0000FF
3566,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%a2%d8%a8%db%8c-%da%a9%d8%a7%d8%b1%d8%a8%d9%86%db%8c-%d8%b7%d8%b1%d8%ad-2,آبی کاربنی طرح 2,%d8%a2%d8%a8%db%8c-%da%a9%d8%a7%d8%b1%d8%a8%d9%86%db%8c-%d8%b7%d8%b1%d8%ad-2,,0,,,1,,,,,,,,,,0,#6082B6
3567,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%a7%d8%b1%d9%86%d8%ac%db%8c-%da%a9%d8%b1%d9%85,نارنجی کرم,%d9%86%d8%a7%d8%b1%d9%86%d8%ac%db%8c-%da%a9%d8%b1%d9%85,,0,,,1,,,,,,,,,,0,#FFA500
3568,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d9%88%d8%b3%db%8c-%d8%b1%d9%88%d8%b4%d9%86,مشکی طوسی روشن,%d9%85%d8%b4%da%a9%db%8c-%d8%b7%d9%88%d8%b3%db%8c-%d8%b1%d9%88%d8%b4%d9%86,,0,,,2,,,,,,,,,,0,#000000
3569,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d8%a8%d8%b2-%d8%b4%d8%b1%d8%a7%d9%86%da%af,سبز شرانگ,%d8%b3%d8%a8%d8%b2-%d8%b4%d8%b1%d8%a7%d9%86%da%af,,0,,,1,,,,,,,,,,0,#008000
3570,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b3%d8%a8%d8%b2,مشکی سبز,%d9%85%d8%b4%da%a9%db%8c-%d8%b3%d8%a8%d8%b2,,0,,,3,,,,,,,,,,0,#000000
3571,https://luxbaz.com/?taxonomy=pa_color-selector&term=%da%a9%d8%a7%d8%b1%d8%a7%d9%85%d9%84%db%8c-%d8%b3%d9%81%db%8c%d8%af,کاراملی سفید,%da%a9%d8%a7%d8%b1%d8%a7%d9%85%d9%84%db%8c-%d8%b3%d9%81%db%8c%d8%af,,0,,,1,,,,,,,,,,0,#C19A6B
3572,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%da%a9%d8%b1%d9%85,نسکافه ای کرم,%d9%86%d8%b3%da%a9%d8%a7%d9%81%d9%87-%d8%a7%db%8c-%da%a9%d8%b1%d9%85,,0,,,1,,,,,,,,,,0,#C8A882
3573,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%85%d8%b4%da%a9%db%8c-%d8%b3%d9%81%db%8c%d8%af,مشکی سفید,%d9%85%d8%b4%da%a9%db%8c-%d8%b3%d9%81%db%8c%d8%af,,0,,,1,,,,,,,,,,0,#000000
3574,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d9%86%d8%a7%d8%b1%d9%86%d8%ac%db%8c-%d8%b3%d9%81%db%8c%d8%af,نارنجی سفید,%d9%86%d8%a7%d8%b1%d9%86%d8%ac%db%8c-%d8%b3%d9%81%db%8c%d8%af,,0,,,1,,,,,,,,,,0,#FFA500
3575,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b2%d8%b1%d8%b4%da%a9%db%8c-%d8%b3%d9%81%db%8c%d8%af,زرشکی سفید,%d8%b2%d8%b1%d8%b4%da%a9%db%8c-%d8%b3%d9%81%db%8c%d8%af,,0,,,1,,,,,,,,,,0,#8B0000
3576,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-10,عسلی طرح 10,%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-10,,0,,,1,,,,,,,,,,0,#C68642
3577,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-11,عسلی طرح 11,%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-11,,0,,,1,,,,,,,,,,0,#C68642
3578,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-4,عسلی طرح 4,%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-4,,0,,,1,,,,,,,,,,0,#C68642
3579,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-5,عسلی طرح 5,%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-5,,0,,,1,,,,,,,,,,0,#C68642
3580,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-6,عسلی طرح 6,%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-6,,0,,,1,,,,,,,,,,0,#C68642
3581,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-7,عسلی طرح 7,%d8%b9%d8%b3%d9%84%db%8c-%d8%b7%d8%b1%d8%ad-7,,0,,,1,,,,,,,,,,0,#C68642
3582,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b3%d9%81%db%8c%d8%af-%d8%b7%d8%b1%d8%ad-%d8%af%d8%a7%d8%b1,سفید طرح دار,%d8%b3%d9%81%db%8c%d8%af-%d8%b7%d8%b1%d8%ad-%d8%af%d8%a7%d8%b1,,0,,,1,,,,,,,,,,0,#FFFFFF
3583,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b7%d9%84%d8%a7%d8%a6%db%8c-%d9%be%d9%84%d9%86%da%af%db%8c,طلائی پلنگی,%d8%b7%d9%84%d8%a7%d8%a6%db%8c-%d9%be%d9%84%d9%86%da%af%db%8c,,0,,,1,,,,,,,,,,0,#FFD700
3584,https://luxbaz.com/?taxonomy=pa_color-selector&term=%d8%b7%d9%88%d8%b3%db%8c-%d8%aa%db%8c%d8%b1%d9%87-%da%af%d9%88%da%86%db%8c-%d8%b1%db%8c%d8%b2,طوسی تیره گوچی ریز,%d8%b7%d9%88%d8%b3%db%8c-%d8%aa%db%8c%d8%b1%d9%87-%da%af%d9%88%da%86%db%8c-%d8%b1%db%8c%d8%b2,,0,,,2,,,,,,,,,,0,#696969
