شناسه,نوع,"شناسه محصول","نام ویژگی 1","مقدار ویژگی 1","ویژگی 1 قابل مشاهده است","ویژگی سراسری 1","نام ویژگی 2","مقدار ویژگی 2","ویژگی 2 قابل مشاهده است","ویژگی سراسری 2","نام ویژگی 3","مقدار ویژگی 3","ویژگی 3 قابل مشاهده است","ویژگی سراسری 3","نام ویژگی 4","مقدار ویژگی 4","ویژگی 4 قابل مشاهده است","ویژگی سراسری 4","نام ویژگی 5","مقدار ویژگی 5","ویژگی 5 قابل مشاهده است","ویژگی سراسری 5","نام ویژگی 6","مقدار ویژگی 6","ویژگی 6 قابل مشاهده است","ویژگی سراسری 6","متا: rank_math_internal_links_processed","متا: __is_newly_created_product","متا: _wp_page_template","متا: __first_variation_id","نام ویژگی 7","مقدار ویژگی 7","ویژگی 7 قابل مشاهده است","ویژگی سراسری 7","نام ویژگی 8","مقدار ویژگی 8","ویژگی 8 قابل مشاهده است","ویژگی سراسری 8","متا: rank_math_seo_score","متا: _prk_selectsizeguide","متا: product_facke_brand_show","متا: product_return_show","متا: special_send_box_single","متا: product_granti_show","متا: product_Original_show","متا: onsales_round","متا: product_hamta_show","متا: product_facke_brand_text","متا: product_return_text","متا: product_hamta_text","متا: progress_sales","متا: prk_add_to_cart_label","متا: prk_product_label","متا: en_pro_name","متا: product_english_name","متا: prk_product_featured_attributes","متا: date_send_pro"
13184,variation,"4708-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313,variation,4709-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314,variation,"4709-light cream",رنگ,"کرم روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315,variation,4709-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316,variation,4709-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13187,variation,4709-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318,variation,4710-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323,variation,4710-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325,variation,4710-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189,variation,"4710-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319,variation,"4710-light gray",رنگ,"طوسی روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320,variation,"4710-sage green",رنگ,"سبز سدری",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321,variation,"4710-dark gray",رنگ,"طوسی تیره",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322,variation,4710-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324,variation,4710-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11660,variation,"4711-mustard yellow dragon",رنگ,"زرد خردلی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11661,variation,"4711-green dragon",رنگ,"سبز دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11662,variation,"4711-cedar green dragon",رنگ,"سبز سدری دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11663,variation,"4711-crimson dragon",رنگ,"سرخابی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11664,variation,"4711-white dragon",رنگ,"سفید دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11665,variation,"4711-light gray dragon",رنگ,"طوسی روشن دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11666,variation,"4711-honey dragon",رنگ,"عسلی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11667,variation,"4711-cream dragon",رنگ,"کرم دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11668,variation,"4711-black dragon pattern",رنگ,"مشکی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11669,variation,"4711-orange dragon",رنگ,"نارنجی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11670,variation,"4711-nescafe dragon",رنگ,"نسکافه ای دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11671,variation,"4711-lilac dragon",رنگ,"یاسی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11657,variation,,رنگ,"آبی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11658,variation,"4711-carbon blue dragon",رنگ,"آبی کاربنی دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11659,variation,"4711-purple dragon",رنگ,"بنفش دراگون",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11656,variation,"4711-blue dragon",رنگ,"آبی دراگون",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11655,variation,"4711-blue dragon",رنگ,"آبی دراگون",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,variation,4722-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8346,variation,"4722-dark gray",رنگ,"طوسی تیره",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8348,variation,"4722-pistachio green",رنگ,"سبز مغز پسته ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,variation,"4722-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293,variation,4722-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9294,variation,4722-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,variation,4723-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,variation,4723-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,variation,4723-white,رنگ,سفید,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295,variation,4723-caramel,رنگ,کاراملی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13190,variation,4723-fuchsia,رنگ,سرخابی,,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13191,variation,4723-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13192,variation,4723-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8360,variation,"4724-black - design 3",رنگ,"مشکی طرح 3",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,variation,"4724-black - design 1",رنگ,"مشکی طرح 1",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,variation,"4724-black - design 2",رنگ,"مشکی طرح 2",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,variation,"4724-black - design 4",رنگ,"مشکی طرح 4",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,variation,"4724-black louis vuitton - hot stamped",رنگ,"مشکی لویی ویتون داغی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,variation,"4727-black checkered",رنگ,"مشکی چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,variation,"4727-light gray gucci small",رنگ,"طوسی روشن گوچی ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,variation,4729-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,variation,4729-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,variation,"4729-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,variation,4729-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,variation,4729-caramel,رنگ,کاراملی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,variation,"4730-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,variation,4730-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,variation,3885-red,رنگ,قرمز,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,variation,3885-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9211,variation,3885-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,variation,"3886-dark gray",رنگ,"طوسی تیره",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214,variation,3886-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9215,variation,3886-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,variation,3886-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218,variation,3887-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,variation,3887-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,variation,3887-light-brown,رنگ,"قهوه ای روشن",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,variation,3887-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,variation,"4369-cream coach",رنگ,"کرم Coach",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,variation,"4369-cream piazi",رنگ,"کرم پیچازی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9232,variation,"4369-cream gucci - small logo",رنگ,"کرم گوچی ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,variation,"4369-black michael kors - large logo",رنگ,"مشکی MK درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234,variation,"4369-black givenchy",رنگ,"مشکی جیوانچی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9235,variation,"4369-black dior",رنگ,"مشکی دیور",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236,variation,"4369-stone black",رنگ,"مشکی سنگی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,variation,"4369-white michael kors - large logo",رنگ,"سفید MK درشت",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,variation,"4369-white michael kors - small logo",رنگ,"سفید MK ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9225,variation,"4369-dark gray hemp",رنگ,"طوسی تیره کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,variation,"4369-light gray hemp",رنگ,"طوسی روشن کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9227,variation,"4369-brown louis vuitton",رنگ,"قهوه ای LV",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9228,variation,"4369-brown fendi",رنگ,"قهوه ای فندی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9285,variation,4712-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,variation,4712-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,variation,4712-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9288,variation,4712-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11546,variation,,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,variation,"4725-black - design 11",رنگ,"مشکی طرح 11",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9298,variation,"4725-black - design 2",رنگ,"مشکی طرح 2",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,variation,"4725-black - design 3",رنگ,"مشکی طرح 3",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,variation,"4725-black - design 6",رنگ,"مشکی طرح 6",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,variation,"4725-black - design 7",رنگ,"مشکی طرح 7",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9302,variation,"4725-black - design 8",رنگ,"مشکی طرح 8",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,variation,"4725-black - design 9",رنگ,"مشکی طرح 9",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311,variation,"4732-brown louis vuitton - small logo",رنگ,"قهوه ای لویی ویتون ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,variation,"4732-cream checkered",رنگ,"کرم چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9313,variation,"4732-black lizard pattern",رنگ,"مشکی لیزارد",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13193,variation,"4732-cream coach",رنگ,"کرم Coach",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9322,variation,"4734-cream shrang",رنگ,"کرم شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13196,variation,"4734-nescafe shrang",رنگ,"نسکافه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,variation,"4734-light gray shrang",رنگ,"طوسی روشن شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9323,variation,"4734-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9328,variation,"4736-black - design 1",رنگ,"مشکی طرح 1",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,variation,"4736-black - design 2",رنگ,"مشکی طرح 2",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9330,variation,"4736-black - design 3",رنگ,"مشکی طرح 3",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,variation,"4737-black - design 1",رنگ,"مشکی طرح 1",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9334,variation,"4737-black - design 2",رنگ,"مشکی طرح 2",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9335,variation,"4737-black lizard pattern",رنگ,"مشکی لیزارد",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337,variation,"4739-brown shrang",رنگ,"قهوه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338,variation,"4739-cream shrang",رنگ,"کرم شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339,variation,"4739-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,variation,"4739-nescafe shrang",رنگ,"نسکافه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,variation,4740-honey,رنگ,عسلی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9344,variation,4740-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9345,variation,4740-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,variation,4740-white,رنگ,سفید,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9347,variation,"4741-brown coach",رنگ,"قهوه ای Coach",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9348,variation,"4741-brown louis vuitton - small logo",رنگ,"قهوه ای لویی ویتون ریز",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9349,variation,"4741-cream checkered",رنگ,"کرم چهارخونه",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,variation,"4741-cream dior",رنگ,"کرم دیور",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9351,variation,"4741-cream hemp",رنگ,"کرم کنفی",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352,variation,"4741-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9353,variation,"4741-black lizard pattern",رنگ,"مشکی لیزارد",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9355,variation,"4742-navy blue",رنگ,"سرمه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9356,variation,4742-white,رنگ,سفید,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,variation,4742-caramel,رنگ,کاراملی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9358,variation,4742-cream,رنگ,کرم,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9359,variation,4742-black,رنگ,مشکی,,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9360,variation,4742-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474,variation,"5720-navy shrang",رنگ,"سرمه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,variation,"5720-brown shrang",رنگ,"قهوه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476,variation,"5720-cream shrang",رنگ,"کرم شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,variation,"5720-black shrink pattern",رنگ,"مشکی شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,variation,"5720-nescafe shrang",رنگ,"نسکافه ای شرانگ",,1,,,,,,,,,,,,,,,,,,,,,,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13206,variation,4738-brown,رنگ,"قهوه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13207,variation,4738-coffee,رنگ,"نسکافه ای",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13215,variation,"5649-purple dragon",رنگ,"بنفش دراگون",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13216,variation,"5649-mustard yellow dragon",رنگ,"زرد خردلی دراگون",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13217,variation,"5649-pistachio green dragon",رنگ,"سبز مغز پسته ای دراگون",,1,,,,,,,,,,,,,,,,,,,,,1,,default,,,,,,,,,,,,,,,,,,,,,,,,,,,,
